"api_family","section","endpoint_name","method_doc","documented_url","endpoint_key","documented_payload_fields","documented_json_status","parigo_status","parigo_code_refs","parigo_payload_or_query","conformance","live_evidence","evidence_or_note"
"Import API","Import API > Working within the Workspace > Tracks","Update Track","POST","{HM_ImportAPI_URL}/track/{HM_ImportAPI_SessionToken}/update","track","tracks, tracks[].TrackIdentity, tracks[].AlbumIdentity, tracks[].Title, tracks[].DisplayTitle, tracks[].TrackNumber, tracks[].Description, tracks[].Keywords, tracks[].Genre, tracks[].Mixout, tracks[].Version, tracks[].Mood, tracks[].MusicFor, tracks[].AlternateTitle, tracks[].OriginalFileName, tracks[].Writer, tracks[].Publisher, tracks[].Artist, tracks[].BPM, tracks[].Tempo, tracks[].Instrumentation, tracks[].Lyrics, tracks[].CategoryCodes, tracks[].IsMain, tracks[].MainTrackNumber, tracks[].Writers, tracks[].Writers[].FirstName, tracks[].Writers[].MiddleName, tracks[].Writers[].LastName, tracks[].Writers[].Capacity, tracks[].Writers[].PublisherName, tracks[].Writers[].Code, tracks[].Writers[].OwnerPerformanceShare, tracks[].Writers[].OwnerMechanicalShare, tracks[].Writers[].CollectingSocietyName, tracks[].Writers[].Territory, tracks[].Writers[].CollectionPerformanceShare, tracks[].Writers[].CollectionMechanicalShare, tracks[].Publishers, tracks[].Publishers[].Name, tracks[].Publishers[].Capacity, tracks[].Publishers[].Code, tracks[].Publishers[].OwnerPerformanceShare, tracks[].Publishers[].OwnerMechanicalShare, tracks[].Publishers[].CollectingSocietyName, tracks[].Publishers[].CollectionPerformanceShare, tracks[].Publishers[].CollectionMechanicalShare, tracks[].Publishers[].Territory, tracks[].Publishers[].OriginalPublisherName, tracks[].Artists, tracks[].Artists[].FirstName, tracks[].Artists[].MiddleName, tracks[].Artists[].LastName, tracks[].Artists[].IPI, tracks[].Artists[].CollectingSocietyName, tracks[].CategoryAttributes, tracks[].CategoryAttributes[].Name, tracks[].CategoryAttributes[].Value, tracks[].Codes, tracks[].Codes[].AttributeTypeID, tracks[].Codes[].Value","valid","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Import API","Import API > Working within the Workspace > Tracks","Remove Track","DELETE","{HM_ImportAPI_URL}/track/{HM_ImportAPI_SessionToken}/{TrackIdentity}","track","","empty","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Import API","Import API > Working within the Workspace > Tracks","Move Tracks On Import Album","POST","{HM_ImportAPI_URL}/track/{HM_ImportAPI_SessionToken}/move","track","Tracks, Tracks[].DestinationAlbumIdentity, Tracks[].TrackIdentity","valid","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Import API","Import API > Working within the Workspace > Tracks","Get Track Asset Upload URL","POST","{HM_ImportAPI_URL}/getpresigneduploadurl/{HM_ImportAPI_SessionToken}","getpresigneduploadurl","AssetType, Key, FileName, ContentType, ExpiresInSeconds, ObjectID","valid","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Import API","Import API > Working within the Workspace > Tracks","Confirm Track Asset Upload Complete","POST","{HM_ImportAPI_URL}/confirmpresignedupload/{HM_ImportAPI_SessionToken}","confirmpresignedupload","AssetType, Key, FileName, ObjectID","valid","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Import API","Import API > Working within the Workspace > Tracks","Set External Track Asset (URL)","POST","{HM_ImportAPI_URL}/setasseturl/{HM_ImportAPI_SessionToken}","setasseturl","AssetType, Url, ObjectID","valid","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Import API","Import API > Working within the Workspace > Tracks","Set External Track Asset (Amazon S3)","POST","{HM_ImportAPI_URL}/setexternals3asset/{HM_ImportAPI_SessionToken}","setexternals3asset","AssetType, Key, ObjectID","valid","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Import API","Import API > Working within the Workspace > Stems","Get Stems By Workspace Track & State","POST","{HM_ImportAPI_URL}/gettrackstemsbyworkspacestate/{HM_ImportAPI_SessionToken}","gettrackstemsbyworkspacestate","TrackIdentity","valid","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Import API","Import API > Working within the Workspace > Stems","Create Stem","POST","{HM_ImportAPI_URL}/stem/{HM_ImportAPI_SessionToken}/insert","stem","Stems, Stems[].TrackIdentity, Stems[].Version","valid","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Import API","Import API > Working within the Workspace > Stems","Update Stem","POST","{HM_ImportAPI_URL}/stem/{HM_ImportAPI_SessionToken}/update","stem","Stems, Stems[].TrackIdentity, Stems[].StemIdentity, Stems[].Version","valid","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Import API","Import API > Working within the Workspace > Stems","Remove Stem","DELETE","{HM_ImportAPI_URL}/stem/{HM_ImportAPI_SessionToken}/{HM_ImportAPI_TempID}","stem","","empty","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Import API","Import API > Working within the Workspace > Stems","Get Stem Asset Upload URL","POST","{HM_ImportAPI_URL}/getpresigneduploadurl/{HM_ImportAPI_SessionToken}","getpresigneduploadurl","AssetType, Key, FileName, ContentType, ExpiresInSeconds, ObjectID","valid","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Import API","Import API > Working within the Workspace > Stems","Confirm Stem Asset Upload Complete","POST","{HM_ImportAPI_URL}/confirmpresignedupload/{HM_ImportAPI_SessionToken}","confirmpresignedupload","AssetType, Key, FileName, ObjectID","valid","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Import API","Import API > Working within the Workspace > Stems","Set External Stem Asset (URL)","POST","{HM_ImportAPI_URL}/setasseturl/{HM_ImportAPI_SessionToken}","setasseturl","AssetType, Url, ObjectID","valid","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Import API","Import API > Working within the Workspace > Stems","Set External Stem Asset (Amazon S3)","POST","{HM_ImportAPI_URL}/setexternals3asset/{HM_ImportAPI_SessionToken}","setexternals3asset","AssetType, Key, ObjectID","valid","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Import API","Import API > Working within the Workspace > Publishing","Publish Album & Tracks","GET","{HM_ImportAPI_URL}/album/{HM_ImportAPI_SessionToken}/{AlbumIdentity}/publish","album","","not-applicable","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Import API","Import API > Working within the Workspace > Publishing","Publish Track On Imported Album","GET","{HM_ImportAPI_URL}/track/{HM_ImportAPI_SessionToken}/{TrackIdentity}/publish","track","","not-applicable","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Import API","Import API > Working within the Workspace > Publishing","Unpublish Track On Imported Album","GET","{HM_ImportAPI_URL}/track/{HM_ImportAPI_SessionToken}/{HM_ImportAPI_TrackID}/unpublish","track","","not-applicable","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Import API","Import API > Working within the Workspace > Publishing","Publish Stem On Imported Track","GET","{HM_ImportAPI_URL}/stem/{HM_ImportAPI_SessionToken}/{HM_ImportAPI_StemID}/publish","stem","","not-applicable","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Agent API","Agent API > Getting Started","Get Authorised","POST","{HM_IntegrationAPI_AuthUrl}","oauth2/token","grant_type, client_id, client_secret","not-applicable","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Agent API","Agent API > Getting Started","Get Service Token","GET","{HM_IntegrationAPI_URL}/getservicetoken","getservicetoken","","not-applicable","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Agent API","Agent API > Getting Started","Get Service Token Info","GET","{HM_IntegrationAPI_URL}/getservicetokeninfo/{HM_IntegrationAPI_Token}","getservicetokeninfo","","not-applicable","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Agent API","Agent API > Getting Started","Get Service Info (Download formats & URL)","GET","{HM_IntegrationAPI_URL}/getserviceinfo/{HM_IntegrationAPI_Token}","getserviceinfo","","not-applicable","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Agent API","Agent API > Getting Started","Expire Service Token","GET","{HM_IntegrationAPI_URL}/expiretoken/{HM_IntegrationAPI_Token}","expiretoken","","not-applicable","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Agent API","Agent API > Working within the Workspace","Get Labels/Libraries","GET","{HM_IntegrationAPI_URL}/getlibraries/{HM_IntegrationAPI_Token}","getlibraries","","not-applicable","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Agent API","Agent API > Working within the Workspace","Get Labels/Libraries By Tag","POST","{HM_IntegrationAPI_URL}/getlibrariesbytag/{HM_IntegrationAPI_Token}","getlibrariesbytag","ContainsTags, NotContainsTags","valid","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Agent API","Agent API > Working within the Workspace","Get Albums by Workspace Status","POST","{HM_IntegrationAPI_URL}/getalbumsbyworkspacestatus/{HM_IntegrationAPI_Token}","getalbumsbyworkspacestatus","LibraryID, Format, WorkspaceStatus, ContainsTags, NotContainsTags","valid","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Agent API","Agent API > Working within the Workspace","Get Tracks By Workspace Album","GET","{HM_IntegrationAPI_URL}/getworkspacealbumtracks/{HM_IntegrationAPI_Token}/{AlbumID}/{Format}","getworkspacealbumtracks","","not-applicable","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Agent API","Agent API > Working within the Workspace","Get Management User Token","GET","{HM_IntegrationAPI_URL}/getmanagementusertoken/{HM_IntegrationAPI_Token}/{username}/{password}","getmanagementusertoken","","not-applicable","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Agent API","Agent API > Working within the Workspace","Get Management User Download","POST","{HM_IntegrationAPI_URL}/getmanagementuserdownload/{HM_IntegrationAPI_Token}","getmanagementuserdownload","ManagementUserToken, DownloadType, Identifier, Format","valid","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Agent API","Agent API > Working within the Workspace","Set Album Tag","POST","{HM_IntegrationAPI_URL}/setalbumtag/{HM_IntegrationAPI_Token}","setalbumtag","AlbumID, Tag","valid","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Agent API","Agent API > Working within the Workspace","Remove Album Tag","POST","{HM_IntegrationAPI_URL}/removealbumtag/{HM_IntegrationAPI_Token}","removealbumtag","AlbumID, Tag","valid","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Agent API","Agent API > Working within the Workspace","Set Library Tag","POST","{HM_IntegrationAPI_URL}/setlibrarytag/{HM_IntegrationAPI_Token}","setlibrarytag","libraryid, tag","valid","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Agent API","Agent API > Working within the Workspace","Remove Library Tag","POST","{HM_IntegrationAPI_URL}/removelibrarytag/{HM_IntegrationAPI_Token}","removelibrarytag","","non-json:xml","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
